Label,Text
0,Terima kasih petugas kemenppa yang telah berani menumpas kasus kekerasan di desa saya sekarang korban sudah menerima rehabilitasi dan semoga bisa sembuh total aamiin
0,Terima kasih sudah berbagi kebaikan untuk keluarga kami akhirnya mama sudah sehat dan bisa kembali beraktivitas
0,Saya turut berbahagia ketika mendengar lembaga pemrintah sangat cepat tanggap dalam memberikan pelayanan untuk masyarakat maju terus indonesiaku
0,Terima kasih atas bantuan dari kemenppa sehingga keluarga korban dan keluarga pelaku dapat berbaikan mendukung yang terbaik untuk kedua belah pihak]
0,Aplikasi ini sangat berbakat dalam menyampaikan laporan korban ke petugas terkait sehingga tetangga saya bisa segara mendapatkan perlindungan dan pelayanan terima kasih bantuannya
0,Saya berbangga dengan tindakan kemenppa yang cepat tanggap responnya baik dan tepat semoga kedepannya lebih baik lagi
0,Sebagai pelapor yang berusaha membantu korban kekerasan merasa sangat terharu ketika melihat mata keluarga korban berbinar-binar saat mengetahui korban bisa sembuh dan pulih total dari traumanya terima kasih kemenppa jasamu tak terkira
0,Saya suka dengan konten edukasi peduli perempuan dan anak di aplikasi ini singkat padat jelas dan berbobot
0,Terima kasih atas bantuannya akhirnya keluarga korban dan pelaku dapat berdamai semoga kedepannya lebih baik lagi
0,Terima kasih sudah membantu perempuan dan anak untuk lebih berdaya atas hak mereka good job
0,Saya berdecak kagum ketika petugas kemenppa yang datang membantu kasus kekerasan saudara saya sangat suportif dan ramah sehingga mudah diterima oleh korban dan keluarga semoga lebih baik kedepannya
0,Terima kasih kepada petugas yang telah berempati kepada korban dengan ramah dan sopan santun sehingga bisa memberikan pelayanan dan pendekatan terbaik
0,Saya salut dengan petugas kemenppa yang datang ke lokasi hari ini responsif dan juga beretika pendekatan yang baik kepada korban dan pelaku sangat baik semoga korban segera pulih 
0,aplikasi yang berfaedah daripada telpon yang bisa nyedot pulsa saya lebih suka dan memilih aplikasi ini bisa diakses kapanpun dan dimanapun fiturnya pun lengkap ada bagian edukasi juga
0,Aplikasi yang sangat berfungsi membantu penanganan kasus kekerasan sehingga korban dapat dievakuasi secepat mungkin bisa diakses oleh semua orang
0,Terima kasih sudah bergandengan dengan petugas keamanan untuk menyelamatkan korban kekerasan kerjasama yang bagus antar aparatur negara lanjutkan
0,Saya sangat senang ketika melihat warga petugas dan lembaga berwenang saling bergotong-royong untuk menuntaskan kasus kekerasan panjang umur hal-hal baik
0,Gastiadi sangat berguna untuk membantu masyarakat menyampaikan keluh kesah ataupun laporan kasus kekerasan di lingkungan sekitar good job kemenppa
0,Aplikasi yang bagus sudah ada fitur lapor dan edukasi tapi saya masih berharap lebih banyak fitur seperti dukungan rehabilitasi yang tersedia untuk gangguan kesehatan mental mungkin bisa diberikan
0,Terima kasih kemenppa sudah bekerja dengan baik sehingga anak kecil yang menjadi korban kekerasan bisa menikamati masa kecilnya yang berharga kembali
0,Selamat kemenppa telah berhasil meningkatkan layanan lapor yang baik aplikasinya sangat bagus dan berfungsi dengan baik
0,terima kasih sudah melayani warga dengan baik tugas kami sebagai warga hanya bisa berihtiar dengan melapor selanjutnya adalah tugas kemenppa semoga aksi tegas kemenppa bisa memberikan contoh bagi pelaku agar jera
0,Terima kasih sudah membantu proses penanganan kasus kekerasan dengan baik akhirnya pelaku beritikad baik untuk meminta maaf dan bertanggungjawab atas perbuatannya
0,Terima kasih sudah berinisiatif membuat aplikasi ini sangat bermanfaat dan berguna membantu percepatan pelaporan kasus kekerasan  good job kemenppa
0,Kemenppa sangat baik dalam berinovasi dari yang semula telpon biasa sekarang sudah tersedia aplikasinya dan bisa diakses siapa saja
0,Aplikasi yang bagus saya berharap aplikasi ini dapat berkembang pesat saran dari saya bisa ditambahkan gitur monitoring kasus agar menjadi perhatian bersama
0,Aplikasi yang bagus saya harap dari hadirnya aplikasi ini dapat berkesinambungan dengan lembaga lain pendukuung anti kekerasan sehingga tindakan preventifnya bisa makin masif
0,Terima kasih sudah melayani dengan baik apalagi dengan aplikasi ini dapat memepercepat tindakan terhadap aksi kekerasan saya harap bendera kebebasan perempuan dan anak atas kekerasan dapat terus berkibar begitu pula dengan aksi kebaikan
0,Aplikasi yang bagus bisa memberikan saran bagi masyarakat untuk dapat berkontribusi aktif untuk menumpas kekerasan terhadap perempuan dan anak
0,Terima kasih kepada kemenppa yang telah berkonstribusi dengan aparat setempat untuk menangani kasus kekerasan 
0,Aplikasi yang sangat baik namun saya harap akan lebih baik lagi jika terdapat wadah bagi komunitas untuk berkreasi ikut aktif memberikan kegiatan healing bagi korban
0,aplikasi yang berkualitas responnya cepat dan akurat petugas yang datang pun sangat ramah terima kasih sudah melayani masyarakat
0,Terima kasih atas bantuannya semoga rejekinya semakin berlimpah
0,Terima kasih sudah membuat aplikasi yang bermanfaat layanan yang bagus dan respon yang cepat
0,Terima kasih kemenppa atas aplikasinya yang sangat bagus warga disekitar saya makin berminat untuk menjadi agen peduli dan lindungi perempuan dan anak dari kekerasan
0,Terima kasih kemenppa sudah memberikan contoh aparatur negara yang bermoral tinggi  melaksanakan tugasnya dengan baik untuk melayani masyarakat salut
0,Terima kasih sudah melibatkan keluarga korban untuk bermusyawarah terkait cara terbaik untuk memberikan treatment kepada korban kekerasan cara yang sangat sefektif dan efisien
0,Kami sebagai warga masyarakat berniat untuk ikut berperan dalam penuntasan kasus kekerasan melalui aplikasi ini terima kasih sudah membuat aplikasi yang bagus 
0,Terima kasih atas tindakan cepat yang dilakukan oleh kemenppa jika tidak responsif korban dapat berpeluang untuk sakit lebih parah good job
0,Saya terharu ketika melihat tetangga saya telah kembali berpelukan dengan keluarganya kembali utuh dari pemulihan sangat senang rasanya terima kasih kemenppa jasamu tak ternilai
0,Saya bangga dengankemenppa yang mengirimkan petugas yang berpengalaman menangani kasus sehingga kasus kekerasan tadi pagi bisa segera teratasi dengan baik
0,Selamat kepada kemenppa yang telah berprestasi menunjukkan pelayanan terbaiknya melalui aplikasi ini menurut saya ini menjadi awal yang baik untuk meningkatnya kualitas pelayanan masyarakat di indonesia
0,Terima kasih pada petugas kemenppa yang telah bersabar dalam melayani masrayakat dan memberikan yang terbaik
0,Terima kasih sudah bersahabat dengan masyarakat terutama perempuan dan aanak untuk mendapatkan haknya
0,Maju terus kemenppa semoga dapat terus memberikan pelayanan terbaik dan bersahaja di hati masyarakat
0,Saya tadi lihat pelaku sudah meminta maaf dan bersalaman kapada anaknya meskipun demikian saya harap kemenppa dapat tetap melakukan pengawasan untuk proses pemulihan trauma si anak
0,Terima kasih kepada kemenppa bersama dengan aparat kepolisian menangani kasus kekerasa ini kami sangat mengapresiasinya
0,Mari kita bersama-sama membantu peningkatan pelayanan masyarakat terutama perempuan dan anak untuk bebas dari kekerasan
0,Terima kasih sudah bersatu dengan aparat lainnya untuk memberikan pelayanan terbaik kepada masyarakat semoga sehat selalu
0,Kemenppa adalah salah satu contoh lembaga yang dapat dijadikan panutan  bila semua elemen bersatu padu melawan kasus kekerasan maka saya yakin semuanya akan tertolong
0,Terima kasih kepada kemenppa sudah bersedia membantu tetangga saya yang mengalami kasus kekerasan saya harap kasusnya dapat ditangani dengan baik dan korban dapat menerima pemulihan 
0,Terima kasih telah memeberikan pelayanan yang bersesuaian dengan nilai masyarakat kemenppa sangat baik dalam melakukan pendekatan kepada korban dan keluarga sehingga dapat diterima dengan baik
0,Saya sangat salut kepada kemenppa yang mau bersilaturahmi dengan masyarakat juga memantau perkembangan korban saya sangat mengapresiasinya
0,Terima kasih kepada kemenppa yang sudah bersimpati kepada korban memberikan pelayanan dan pendekatan terbaik sehingga korban akhirnya pulih 
0,Terima kasih kepada kemenppa yang telah bersinergi dengan baik bersama pihak kepolisisan untuk menangkap pelaku dan memperoses kasus tetangga saya dengan baik
0,Terima kasih atas layanan pemulihan yang diberikan kepada korban sehingga korban sudah bisa bersosialisasi dengan baik kepada keluarga dan tetangga sekitar good job kemenppa
0,Saya sangat senang melihat keluarga korban bersukaria ketika bertemu korban dalam kondisi sehat seperti semua pelayanan kemenppa sangat baik Terima kasih
0,Saya melihat keluarga sangat bersyukur atas bantuan kemenppa yang memebrikan pelayanan terbaik sehingga putri mereka bisa sembuh dari trauma
0,Terima kasih sudah memebrikan respon yang cepat dan baik kepada masyarakat yang melapor dengan begitu korban tidak perlu bertahan dari kesakitan untuk waktu yang lebih lama lagi
0,Terima kasih atas pelayanan kemenppa yang sangat baik pelayananan bertahap dan tepat guna saya sangat senang ada lembaga yang memiliki kinerja sangat baik good job
0,Terima kasih atas pelayanan kemenppa sekarang pelaku sudah jera dan bertaubat ke jalan yang benar terima kasih bantuannya
0,Sebagai tetangga kami hanya bisa bertawakal membantu melapor namun yang menangani adalah kemenppa saya harap kemenppa menjadi lebih baik lagi dalam melayani masyarakat
0,terimakasih kepada kemenppa sudah bertekad memberikan pelayanan terbaik dengan menghadirkan aplikasi ini saya acung jempol
0,saya sebagai keluarga korban sangat berterima kasih dengan adanya aplikasi ini sanagt membantu dalam penanganan kasus kekerasan di sekitar kami 
0,saya sangat lega ketika mendengar pelaku bertaubat menjadi lebih baik setelah menerima rehabilitasi dari kemenppa terima kasih sudah menjalankan tugas dengan baik
0,saya sangat beruntung bisa mengetahui aplikasi ini sehingga saya bisa membantu saudara saya yang memeproleh tindak kekerasan terima kasih sudah memeberikan pelayanan terbaik untuk masyarakat
0,terima kasih kepada kemenppa yang telah berupaya memberikan pelayanan yang terbaik untuk masyarakat
0,terima kasih sudah berusaha membuat aplikasi ini dan bisa membantu masyarakat menyampaikan aduannya sehingga korban bisa tertolong 
0,terima kasih sudah membuat aplikasi ini sehingga masyarakat dapat berwawasan luas mengenai kasus kekerasan pada perempuan dan anak
0,saya sangat salut pada petugas yang sangat berwibawa dalam menghadapi kasus ini bertindak yang benar memberikan pelayanan terbaik dan menjamin keamanan semua pihak
0,saya rasa dengan adanya aplikasi ini kemenppa sudah bertindak betul untuk memudahkan masyarakat melapor
0,saya senang kemenppa dapat bertindak secara bijak menyikapi kasus kekerasan pada tetangga saya
0,terima kasih kepada kemenppa yang bijaksana dalam menjalankan tugas untuk masyarakat
0,saya yakin kemenppa bisa menjadi suri tauladan bagi lembaga lainnya agar dapat memeberikan pelayanan terbaiknya juga untuk masyarakat
0,bismillah semoga kemenppa selalu dalam lindunganNya ketika bertugas agar selamat dan bisa melayani masyarakat dengan baik
0,aplikasi yang brilian  bisa memberikan pelayanan kepada masyarakat baik aduan maupun edukasi kerja yang bagus kemenppa maju terus
0,terima kasih sudah memberikan layanan terbaik dan memebrikan contoh budi pekerti yang baik sebagai aparatur negara shingg bisa menjadi teladan
0,saya salut melihat petugas kemenppa yang cakap menangani kasus dan memebrikan pelayanan penanganan rehabilitasi korban dengan baik
0,aplikasi ini cakep banget bisa buat lapor dan responsif juga ada fitur edukasinya suka banget
0,aplikasi yang canggih mendekatkan yang jauh dan bisa mempercepat untuk menolong korban layanan yang bagus
0,saya lihat petugas kemenppa sangat cekatan saat menjalankan tugasnya terbukti dengan segera dikirimnya ambulans dan kepolisisan untuk menindaklanjutinya bravo
0,saya rasa aplikasi ini adalah ide yang cemerlang untuk dapat memeudahkan masyarakat menyampaikan aspirasi dan aduannya agar kedepannya kemenppa menjadi lebih baik
0,terima kasih atas bantuan rehabilitasi yang diberikan kepada saudara saya sehingga dia bisa menjadi insan yang cendekia kembali
0,aplikasi ini sangat bagus respon dari csnya sangat cepat dan tindakannya juga sehingga tertangga saya dapat tertolong 
0,ide yang cerdas untuk membuat aplikasi ini sehingga bisa melayani masyarakat dengan lebih cepat dan tepat
0,saya salut dengan tindakan petugas yang cerdik dalam mengatasi kasus kekerasan sehingga korban dapat selamat
0,terima kasih sudah menolong tetangga saya dan juga memberikan rehabilitasi sehingga dia dapat sembuh dari trauma dan kembali ceria
0,saya salut dengan pelayanan kemenppa yang cermat dan tidak gegabah sehingga korban dapat diselamatkan dengan aman
0,terima kasih sudah mewujudkan cita-cita keluarga saya agar kakak saya bisa sembuh dari trauma kami sangat senang 
0,aplikasi ini sangat cocok untuk masyarakat menyampaikan aduan tetang kekerasan dengan mudah
0,aplikasi ini cukup bagus dan bermanfaat bagi khalayak umum karena mudah digunakan dan responsif
0,terima kasih sudah memberikan layanan terbaik  meskipun korban menerima damai namun saya harap kemenppa tetap dapat terus memantau pelaku dan memberikan perhatian khusus atas perilakunya
0,terima kasih sudah membuat aplikasi yang memiliki daya guna bagi masyarakat sehingga dapat menolong korban kekerasan dengan segera
0,tindakan kemenppa siang ini mengundang decak kagum saya karena petugasnya sangat cerdik  untuk menyelamatkan korban selain itu penanganan kasus ini tidak hanya ketika terjadi namun hingga paska kejadian
0,terima kasih sudah meonolong orang dewasa di dukuh cikalan tadi pagi akhirnya dia bisa terselamatkan 
0,saya senang ketika korban dan pelaku dapat diakurkan kembali oleh kemenppa saya rasa pendekatannya sangat bagus sehingga bisa diterima baik oleh semua pihak
0,terima kasih sudah menjadi lembaga yang dapat diandalkan ketika ada kasus kekerasan kami sangat senang bisa membantu tetangga kami
0,terima kasih sudah dianjurkan untuk mendapatkan rehabilitasi di intansi terkait kakak saya akhirnya bisa sembuh total
0,terima kasih sudah membantu masyarakat melayani dan memberikan yang terbaik semoga kemenppa dianugerahi kesehatan dan kelancaran dalam menjalankan tugas
0,terima kasih kepada kemenppa karena adik saya sudah diarahkan ke jalan yang baik bisa menerima rehabilitasi dan mendapatkan perhatian khusus
0,aplikasi ini sudah oke mungkin bisa lebih dibaguskan dibagian konten edukasi agar lebih banyak wawasannya
0,aplikasi ini patut dibanggakan karena sangat berguna untuk menghubungkan masyarakat dengan lembaga berwenang yang dapat menangani kasus kekerasan
0,terima kasih sudah dibantu menangani kasus kekerasan yang terjadi pada tetangga saya keluarganya mengatakan sangat terbantu dengan palayanan kemenppa yang sangat baik
0,aplikasi ini sangat bagus selain ada fitur aduan juga dibekali fitur edukasi danberita terkini terkait progres penanganan kasus kekerasan  great job
0,terima kasih sudah memberikan pelayanan terbaik untuk korban dan keluarga dan mereka sudah dibela haknya untuk mendapatkan pelayanan yang bagus
0,terima kasih sudah membuat aplikasi ini dan juga pelayanannya sudah dibenahi semoga dapat memberikan manfaat lebih banyak lagi
0,terima kasih atas bantuan kemenppa sehingga korban kekerasan sudah diberdayakan dan ditolong untuk mendapatkan pelayanan dan fasilitas kesehatan semoga kedepannya lebih baik lagi
0,saya sebagai keluarga sangat berterima kasih kepada kemenppa sudah diberitahu untuk mengambil rehabilitasi terbaik agar kakak saya segera sembuh
0,kami mengucapkan terima kasih kepada kemenppa karena keluarga pelaku sudah dibina dan bersedia untuk membantu keluarga korban
0,terima kasih sudah menghadirkan aplikasi ini sangat bagus dan bermanfaat semoga pelayanan baik lainnya dapat dicapai kemenppa
0,terima kasih sudah dicerdaskan melalui fitur informasi dan edukasi dalam aplikasi ini sangat membantu 
0,terima kasih saya ucapkan kepada kemenppa karena keluarga kami sudah diceriakan dengan memberikan pendampingan khusus  sekarang kami sudah mulai pulih
0,terima kasih sudah memberikan pelayanan terbaik hal-hal terkait kondisi korban sudah dicermati lagi dan diberikan pelayanan terbaik 
0,terima kasih atas bantu kemenppa dan petugas gabungan sehingga keluarga korban dan pelaku dapat didamaikan
0,terima kasih sudah didik kakak saya dengan baik akhirnya dia bisa bebas dan kembali ke jalan yang benar
0,terima kasih keluarga saya sudah diedukasi dengan baik sehingga paham duduk perkaranya dengan baik
0,saya berharap dengan adanya aplikasi ini semoga pelayanannya dapat lebih diefektifkan 
0,saya salut dengan program kemenppa yang sudah digalakkan untuk menggunakan aplikasi ini aplikasi yang sangat bermanfaat bagi umat
0,terima kasih sudah memberikan pelayanan yang kami kira mahal ternyata digratiskan sangat membantu keluarga kami
0,terima kasih sudah memberikan pendampingan kepada keluarga korban sehingga mereka merasa dihargai kerja bagus
0,terima kasih kepada kemenppa karena keluarga korban sudah diharmoniskan kembali  bisa bertemu putrinya dalam keadaan sehat dan ceria
0,saya sangat senang mendengar keluarga korban dihibur dengan adanya fasilitas pendampingan  semoga semuanya lekas pulih
0,terima kasih sudah melayani dengan baik sehingga kemenppa sangat dihormati di desa kami
0,saya ingin memberikan saran agar aplikasi ini ditambahkan informasi mengenai lokasi rehabilitasi terdekat untuk memudahkan warga semoga dapat dikaji kembali
0,terima kasih sudah melayani masyarakat dengan baik semoga dapat dikaruniai kemudahan dan kelancaran dalam bertugas
0,terima kasih masalah hari ini sudah diklarifikasi sehingga tidak muncul masalah baru
0,terima kasih sudah melayani dengan baik semoga dilancarkan segala urusannya
0,semoga hubungan keluarga korban dan keluarga pelaku dapat dilanggengkan bersama dengan pendampingan kemenppa
0,terima kasih atas bantuannya sehingga keluarga korban dan keluarga pelaku dapat dilerai dengan baik
0,saya berharap semoga semangat membantu korban kekerasan ini dapat terus dilestarikan dengan melakukan banyak sosialiasi kepada masyarakat
0,terima kasih sudha melakukan yang terbaik  semoga terus dilimpahkan rahmat oleh tuhan
0,terima kasih atas bantuan pengiriman aparat kepolisian sehingga korban dapat dilindungi dengan segera
0,terima kasih kepada kemenppa karena korban dan keluarganya sudah dimerdekakan haknya untuk memperoleh pertolongan dan pelayanan terbaik
0,aplikasi yang bagus semoga banyak diminati oleh berbagai kalangan dan dapat membantu pelayanan agar lebih baik
0,terima kasih atas kiriman bantuan pendampingan bagi keluarga korban  sehingga mereka dapat dimotivasi untuk mendukung korban agar pulih
0,terima kasih kemenppakorban dan keluarga sudah diudahkan dalam menerima pelayanan dan pertolongan semoga makin baik kedepannya
0,saya harap aplikasi ini dapat dioptimalkan untuk memberikan pelayanan yang lebih cepat dan tepat
0,aplikasi ini sangat bagus karena mudah dipahami dan mudah digunakan semoga kedepannya akan ditambah fitur-fitur yang bagus lagi
0,aplikasi ini sudah baik namun saya harap dapat diperbgaus lagi dengan menambahkan informasi dan fitur yang lebih informatif
0,terima kasih sudah direspon semoga pelayanan kemenppa dapat terus diperbaiki agar lebih baik
0,aplikasi ini sudah bagus namun saya rasa perlu diperbarui untuk memudahkan pengguna
0,saya harap aplikasi ini dapat dipercanggih dengan menambahkan fitur dan meningkatkan versi agar lebih cepat
0,saya harap aplikasi ini dapat dipercantik dengan desain yang mudah dipahami
0,aplikasi ini dipercaya dapat membantu peroses pengaduan lebih cepat dorespon semoga dapat terlaksana dengan baik
0,saya harap aplikasi ini dapat dipercepat responnya
0,semoga dengan adanya pendampingan dari kemenppa hubungan kekeluargaan keluarga korban dan pelaku dapat dipererat
0,semoga dengan adanya aplikasi ini layanan kemenppa makin diperlancar dan dipermudah
0,semoga dengan adanya aplikasi ini layanan kemenppa makin dipermudah
0,terima kasih atas pelayanannya semoga korban dan keluaraga dapat dipersatukan kembali
0,terima kasih sudah diprioritaskan untuk menerima pelayanan kami sangat terbantu
0,terima kasih atas bantuannya semoga kasus ini segera diproses dan saya mendapatkan hak saya 
0,terima kasih atas pendampingan ayng diberikan sehingga keluarga saya dapat dipulihkan dengan cepat
0,saya harap kasus kejadian pagi ini di desa saya dapat segera dirampungkan semoga semua pihak dapat berperan
0,terima kasih atas bantuannya keluarga saya merasa dirangkul untuk mendapatkan perlindungan
0,terima kasih sudah merespon sekarang korban sudah mendapatkan pertolongan dan dirawat di rs daerah
0,saya harap setelah ini keluarga korban dan keluarga pelaku dapat dipertemukan dan dirunkunkan serta memberikan tanggungjawabnya
0,terima kasih sudah memberikan pendampingan pada pelaku sehingga dia bisa disadarkan dari perbuatannya dan bertanggung jawab atas itu
0,saya harap dengan adanya pendampingan keluarga korban dan keluarga pelaku dapat disatukan kembali menjadi rukun tetangga yang baik
0,saya harap kemenppa dan petugas gabungan dapat memeberikan pengawasan untuk pelaku dan dapat diserahkan ke pihak yang berwenang untuk diproses kasusnya
0,saya lihat kepolisisan sudah datang ke lokasi semoga kondisinya segera bisa distabilkan
0,terima kasih sudah mengirim aparat kepolisian sehingga lokasi kejadian dapat disterilkan dari kerumunan warga
0,saya harap aplikasi ini dapat distimulasi dengan menu-menu penting lainnya seperti info pusat rehabilitasi terdekat
0,terima kasih responnya saya harap layanan rehabilitasi bagi korban dapat disubsidi dengan penuh
0,aplikasi ini banyak disukai teman-teman komunitas karena mudah digunakan dan informatif
0,terima kasih sudah memberikan pelayanan terbaik  semoga segala cita-cita kemenppa dapat disukseskan dan memberi banyak manfaat
0,terima kasih sudah membantu keluarga saya sehingga adik saya dapat pulih total  hal ini merupakan sesuatu yang patut disyukuri
0,mohon kepada kemenppa untuk terus melakukan pengawasan agar perjanjian antara pelaku dan keluarga korban dapat terus ditaati
0,terimakasih sudah membantu dengan cepat semoga semua masalah segera selasai dan keluarga korban dapat ditabahkan
0,terima kasih sudah memberikan pelayanan terbaik semoga pelayanan kemenppa dapat diteladani oleh lembaga lain
0,terima kasih sudah cepat merespon sehingga keluarga korban dapat ditenangkan dengan baik
0,terima kasih sudah melakukan patroli dan pengawasan secara intensif sehingga desa kami dapat ditentramkan kembali
0,mohon untuk diberikan pengawasan kepada pelaku agar janjinya dapat ditepati
0,terima kasih sudah melayani dengan baik sopan dan ramah sehingga mudah diterima oleh masyarakat
0,terima kasih sudah mengirimkan petugas dengan cepat sehingga pelaku dapat segera ditertibkan
0,terima kasih seudah merespon saya harap aduan ini segera ditindak lanjuti
0,terima kasih sudah mengirimkan bantuan dengan cepat sehingga korban dapat segera ditolong
0,terima kasih sudah memberikan pendampingan kepada keluarga dan korban untuk dituntun dalam memperoleh hak rehabilitasinya
0,terima kasih sudah membantu keluarga saya kami sangat diuntungkan dengan adanya aplikasi ini  sehingga saudara saya bisa selamat 
0,terima kasih atas bantuannya semoga makin banyak pelayanan yang ditingkatkan dan diupayan oleh kemenppa agar korban mendapatkan yang terbaik
0,terima kasih sudah memberikan pelayanan dan diusahakan yang terbaik bagi korban masyarakat sangat terbantu dan senang atas pelayanan kemenppa
0,terima kasih sudah diutamakan untuk diberikan pelayanan  kami sangat senang dan merasa terbantu
0,terima kasih telah memberikan banyak dukungan dan pelayanan yang terbaik bagi keluarga kami
0,terima kasih sudah memberikan edukasi kepada keluarga korban merkea sangat terbantu 
0,terima kasih sudah membuat aplikasi dan konten yang edukatif semoga kedepannya semakin baik
0,aplikasi ini sangat efektif untuk mempercepat pengaduan dan memudahkan masyarakat untuk memperoleh pertolongan
0,dengan adanya aplikasi ini saya rasa pekerjaan kemenppa akan lebih efisien sehingga korban dapat cepat tertolong
0,aplikasi yang ekonomis namun sangat bermanfaat terima kasih
0,terima kasih sudah memberikan simpati dan empati pad keluarga dan korban semoga masalahnya segera selesai
0,terima kasih sudah memberikan pelayanan dan pendampingan yang etis kepada keluarga dan korban
0,terima kasih sudah membantu keluarga kamidan terus melakukan evaluasi pada anak kami sehingga dia bisa pulih dengan cepat
0,terima kasih sudah membuat aplikasi yang faedah bagi masyarakatsemoga makin banyak yang terbantu
0,terima kasih sudah menyampaikan fakta terkini tentang keluarga kami semoga dia cepat pulih
0,aplikasi ini sangat fantastis mudah dipahami dan fiturnya bagus semoga dapat membantu orang yang membutuhkan
0,aplikasi ini favorit bagi masyarakat untuk sarana pengaduan responnya cepat dan mudah penggunaanya
0,terima kasih sudah giat melakukan sosialisasi tentang kekerasan terhadap perempuan dan anak sangat memberikan pencerahan kepada masyarakat
0,terima kasih sudah gigih dalam menjalankan tugas danmemberikan yang terbaik
0,terima kasih sudah bekerja sama dengan kopilisian untuk gotong-royong menuntaskan kasus kekerasan di desa kami
0,terima kasih sudah memberikan pelayanan dari mulai kejadian hingga pemulihan secara gratis kami sangat terbantu
